"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1990688931210563641","Tue Nov 18 07:50:01 +0000 2025","4","เพราะเธอ #mimiiIKINARI #IKINARITELLME #IKINARI #イキテル #siamdol https://t.co/jdtLbMvk3R","1990688931210563641","https://pbs.twimg.com/media/G6BZCJOakAAdhb2.jpg","","th","","0","1","0","https://x.com/undefined/status/1990688931210563641","1800397580616212480",
"1990687934069264812","Tue Nov 18 07:46:03 +0000 2025","0","โอเครับทราบค่า #ICONSIAM ​ #ZeeNunew​ #ICONSIAMBangkokIllumination2025 ​ #ICONSIAMJoyconicDestination","1990687934069264812","","","th","","0","0","0","https://x.com/undefined/status/1990687934069264812","1733840674729172992",
"1990687218466500718","Tue Nov 18 07:43:12 +0000 2025","0","柾哉くん一枚も来てくれなくて悲しい MASAYA ver.の柾哉くんは可愛い大好き️","1990687218466500718","","","ja","","0","0","0","https://x.com/undefined/status/1990687218466500718","1059736260414124032",
"1990687210895782229","Tue Nov 18 07:43:10 +0000 2025","3","ชุดคู่ก็มา มันยังไงละนะ #JimmySea #jimmyyjp #sea_tawinan #จิมมี่ซี https://t.co/f7pL46fXX1","1990687210895782229","https://pbs.twimg.com/media/G6BXdj8bMAIBlAx.jpg","","th","","0","0","2","https://x.com/undefined/status/1990687210895782229","1777211521514504192",
"1990686880489484613","Tue Nov 18 07:41:52 +0000 2025","0","WOWWWW TERNYATAA SAMA NA INWOO YEAAYYYY CAN T WAIT ","1990686880489484613","","","in","","0","0","0","https://x.com/undefined/status/1990686880489484613","1407330376222138380",
"1990686634917105981","Tue Nov 18 07:40:53 +0000 2025","1","คู่สร้างคู่สมคู่กันตลอดไป #JimmySea #jimmyyjp #sea_tawinan https://t.co/QwYtAOg0DR","1990686634917105981","https://pbs.twimg.com/media/G6BW79zb0AAwwg4.jpg","","th","","0","0","1","https://x.com/undefined/status/1990686634917105981","1777211521514504192",
"1990681790957416597","Tue Nov 18 07:34:52 +0000 2025","0","いっしょにおはなししてくださる方 ・イナしゃん(#_Nemuta_ina) ・えへしゃん(#ehetan_) ・カエしゃん(#RaiseKae)","1990685120341414038","","poupee_doudou","ja","","0","0","0","https://x.com/undefined/status/1990685120341414038","1780968454826389504",
"1990684007542268246","Tue Nov 18 07:32:36 +0000 2025","0","@ENHYPEN_members THIS IS INDONESIAAAAAA🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩","1990684551656743057","","ENHYPEN_members","en","","0","0","0","https://x.com/undefined/status/1990684551656743057","1658129678035562496",
"1990684304943513780","Tue Nov 18 07:31:38 +0000 2025","0","아미친!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! 너무 귀엽낳아!!!!!!","1990684304943513780","","","ko","","0","0","0","https://x.com/undefined/status/1990684304943513780","1796899259876618240",
"1990684081794003377","Tue Nov 18 07:30:44 +0000 2025","0","ありがとうございます。ありがとうございます。ありがとうございます。ありがとうございます。ありがとうございます。ありがとうございます。ありがとうございます。ありがとうございます。ありがとうございます。ありがとうござ #MCND #엠씨엔디 #フィジュン #HUIJUN #휘준 https://t.co/m8p02N3SSo","1990684081794003377","https://pbs.twimg.com/amplify_video_thumb/1990673454086172672/img/13BqWKTdHemMUtF0.jpg","","ja","","0","0","0","https://x.com/undefined/status/1990684081794003377","1381865740639215618",
