"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1990692817279336690","Tue Nov 18 08:34:46 +0000 2025","0","@same2u 중국어로 워아이니 영어로 아이러브유. 일본어로 아이시떼루. 불어로 쥬뗌므. 독어로 이히리베디히. 한국어로 . . . 바보...!︎","1990700193269101035","","same2u","ko","","0","0","0","https://x.com/undefined/status/1990700193269101035","1935842556027584513",
"1990587353887617207","Tue Nov 18 08:33:45 +0000 2025","0","@youngone_love 절대잊지말아줘ifwhatwehadisn'twhatis..whatis...love...사실난이해가안가아직우리첫만남그땔기억하니까dontyou그날의향기공간옷차림떨림도다너무도어제처럼생생하니까다시떠올려줘다시내게웃어줘그때처럼내품에달려와안겨줘떠나가더라도절대잊지말아줘잎왓위핻이즌왓이즈왓이즈러어어업","1990699939421433889","","youngone_love","ko","","0","0","0","https://x.com/undefined/status/1990699939421433889","1883417261161279488",
"1990699808777273549","Tue Nov 18 08:33:14 +0000 2025","1","[] 181125 BOOST BR Saatnya dukung brand reputation Sunoo! Like repost &amp; reply postingan ini menggunakan foto/video/gif SUNOO + hastag di bawah 30 replies likes &amp; repost #SUNOO #선우 #ENHYPEN #엔하이픈 #ENHYPEN_SUNOO #엔하이픈_선우 @ENHYPEN @ENHYPEN_members https://t.co/zyjTKcyv3L","1990699808777273549","https://pbs.twimg.com/media/G6Bi7OUbMAQXtqJ.jpg","","in","","0","1","1","https://x.com/undefined/status/1990699808777273549","1525330851977756672",
"1990699595543031868","Tue Nov 18 08:32:23 +0000 2025","0","Keep on collecting jams for #HEEJAKE on UPICK under the category of BEST IDOL CHEMISTRY ! Kindly participate on their rt deals and make sure to follow all the rules! ️ BEST IDOL CHEMISTRY - HEEJAKE : 6th : 1st : November 25 2025 : Hongik Univ Station Airport https://t.co/Gm4mxeYJsG","1990699595543031868","https://pbs.twimg.com/media/G6BiugOb0AAdVwT.jpg","","en","","0","0","0","https://x.com/undefined/status/1990699595543031868","1758121264206708737",
"1990699378059907506","Tue Nov 18 08:31:31 +0000 2025","0","มาจอยๆกันนร้า แฟนคลับน้องอมีนา ทีมหน้างาน ทีมหน้าจอ ทีมหลังบ้าน น่ารักทุกคน รักและพร้อม support ศิลปินแบบไม่มีเงื่อนไข #IceAmena #ไอซ์อมีนา","1990699378059907506","","","th","","0","0","0","https://x.com/undefined/status/1990699378059907506","1886420183629324288",
"1990698897463967847","Tue Nov 18 08:29:37 +0000 2025","0","本日のお礼のスミン1回目 証明送りました！ ENGENEお願いします #AHOM #ENHYPEN #ENGENE https://t.co/jr7RLJQesk","1990698897463967847","https://pbs.twimg.com/media/G6BiGA8bMAI1bCp.jpg","","ja","","0","0","0","https://x.com/undefined/status/1990698897463967847","1435138079572967424",
"1990391652305842419","Tue Nov 18 08:27:41 +0000 2025","0","@icantsanthis Je t aime je t aime je t aime je t aime je T AIME","1990698413231317342","","icantsanthis","fr","","0","1","0","https://x.com/undefined/status/1990698413231317342","1868290489578897408",
"1990697683607245311","Tue Nov 18 08:24:47 +0000 2025","1","Pakailah pakaian hangat sayangku;) My Anime My Lovely Baby BTS Jinie-yaa.. Papi Cayangkuu My Rafayel Nyataku Beloved Groom.. MyKanda(Husband/King) BabyBangtan Alpaca..️ ‍️️‍","1990697683607245311","","","in","","0","0","1","https://x.com/undefined/status/1990697683607245311","1424930493414273037",
"1990697042524737726","Tue Nov 18 08:22:14 +0000 2025","3","얏호우우우우우!!!!!! 요괴 아이젠 나도 뽑았다!!!! 이제 신지만 있음 돼! https://t.co/Qm0HyJm5Rn","1990697042524737726","https://pbs.twimg.com/media/G6BgaSmagAEOr8b.jpg","","ko","","0","1","0","https://x.com/undefined/status/1990697042524737726","1143877491225837571",
"1990696713116660010","Tue Nov 18 08:20:56 +0000 2025","0","NGELEDEK BANGETTT IHHH BONNN ","1990696713116660010","","","in","","0","0","0","https://x.com/undefined/status/1990696713116660010","1895870342159351811",
"1990681072636735848","Tue Nov 18 08:20:13 +0000 2025","0","@iconsiam พร้อมค่ะ รอพรุ่งนี้เลย #ICONSIAM ​ #ZeeNuNew #ICONSIAMBangkokIllumination2025 ​ #ICONSIAMJoyconicDestination","1990696534137319541","","iconsiam","th","","0","0","0","https://x.com/undefined/status/1990696534137319541","4534694833",
"1990695794387853706","Tue Nov 18 08:17:19 +0000 2025","1","251117 현엽이 인스타그램 게시글 (2) Kenshi Yonezu - IRIS OUT 東京でまたね #현엽 #Hyunyeop #yeop_hoto #InAMinute #인어미닛 https://t.co/rHN0z7TUz7","1990695804890419287","https://pbs.twimg.com/media/G6BfSC4aYAAL6-X.jpg","SUNDAYs_SUNDAEs","ja","","0","1","0","https://x.com/undefined/status/1990695804890419287","1544503954616504320",
"1990695794387853706","Tue Nov 18 08:17:17 +0000 2025","1","251117 현엽이 인스타그램 게시글 (1) Kenshi Yonezu - IRIS OUT 東京でまたね #현엽 #Hyunyeop #yeop_hoto #InAMinute #인어미닛 https://t.co/vEVPRlb8Cs","1990695794387853706","https://pbs.twimg.com/media/G6BfRVdbAAAsGAF.jpg","","ja","","0","1","0","https://x.com/undefined/status/1990695794387853706","1544503954616504320",
"1990692761813827593","Tue Nov 18 08:14:36 +0000 2025","0","@miiiiinjeoooong ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ","1990695118735880273","","miiiiinjeoooong","ko","","0","0","0","https://x.com/undefined/status/1990695118735880273","1984931897907302400",
